x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
0.3364093005657196,0.8800941705703735,0.3829972445964813,0.8578661680221558,0.42508548498153687,0.7826111912727356,0.42237308621406555,0.6963940858840942,0.38607731461524963,0.6550601720809937,0.4169257879257202,0.6276888251304626,0.43191492557525635,0.5098851323127747,0.4383215308189392,0.4253517985343933,0.4412213861942291,0.360219806432724,0.3761773705482483,0.6234492659568787,0.372646689414978,0.5516571998596191,0.36220306158065796,0.6510634422302246,0.36305564641952515,0.7138040065765381,0.3389921188354492,0.6361685991287231,0.32847949862480164,0.5974617004394531,0.3307212293148041,0.684766411781311,0.33725088834762573,0.7325650453567505,0.30211156606674194,0.6611472964286804,0.2955045998096466,0.6227856278419495,0.30356132984161377,0.6850964426994324,0.3126398026943207,0.7216318845748901
0.35059037804603577,0.8469288945198059,0.3966721296310425,0.8276325464248657,0.4395875632762909,0.7590091824531555,0.43758952617645264,0.6765441298484802,0.4056227505207062,0.6362879872322083,0.43274402618408203,0.6159407496452332,0.4475729167461395,0.5004273653030396,0.45341384410858154,0.4229760766029358,0.45583677291870117,0.3619927763938904,0.3944516181945801,0.6106287837028503,0.39288121461868286,0.5406862497329712,0.38155385851860046,0.6344408988952637,0.3819507956504822,0.6916840672492981,0.3593063950538635,0.6194137930870056,0.3506622314453125,0.5774452686309814,0.351225882768631,0.662523090839386,0.3574780821800232,0.7076769471168518,0.3240014612674713,0.6404621601104736,0.31875890493392944,0.6008168458938599,0.32509467005729675,0.6596266031265259,0.33256369829177856,0.6943343877792358
0.36758092045783997,0.8207798004150391,0.41055354475975037,0.811292290687561,0.45136740803718567,0.7462019920349121,0.4565359652042389,0.663913905620575,0.4259139895439148,0.6190111637115479,0.44759461283683777,0.6133345365524292,0.4646359086036682,0.5065339207649231,0.47235193848609924,0.4309415817260742,0.47536683082580566,0.3723070025444031,0.4115685522556305,0.6032028198242188,0.41139528155326843,0.5318964123725891,0.40008434653282166,0.6174309253692627,0.3990226686000824,0.6706231832504272,0.37807610630989075,0.60780268907547,0.3736610412597656,0.5631138682365417,0.3720480501651764,0.6419638991355896,0.37386706471443176,0.6864679455757141,0.34345537424087524,0.6242414116859436,0.34229397773742676,0.5828776955604553,0.34617674350738525,0.6378710865974426,0.34999847412109375,0.6724682450294495
0.3700924813747406,0.8224079012870789,0.41551095247268677,0.8071267008781433,0.45540928840637207,0.7412397265434265,0.4596852958202362,0.6595878601074219,0.4303745627403259,0.6161383986473083,0.45161545276641846,0.6099162101745605,0.46796509623527527,0.5035233497619629,0.4753146767616272,0.42931148409843445,0.4776823818683624,0.3717060387134552,0.4159451127052307,0.6019956469535828,0.4151865541934967,0.5303564071655273,0.40347984433174133,0.6167896389961243,0.40235480666160583,0.6709378361701965,0.38231009244918823,0.6069499254226685,0.37674570083618164,0.5629991888999939,0.3749561309814453,0.6429817080497742,0.37753114104270935,0.6853067278862,0.3478982448577881,0.6240993738174438,0.3450198769569397,0.5826910138130188,0.3497225344181061,0.6374117136001587,0.3545432984828949,0.6706739664077759
0.35282182693481445,0.8450538516044617,0.3970901072025299,0.8269621729850769,0.4412962794303894,0.7567020654678345,0.4412868916988373,0.672262966632843,0.4091428518295288,0.6304505467414856,0.4354501962661743,0.6109008193016052,0.45057743787765503,0.4996368885040283,0.45675718784332275,0.42104431986808777,0.45971956849098206,0.3605524003505707,0.3971814811229706,0.605571448802948,0.3967113792896271,0.5358781218528748,0.38542595505714417,0.6308372020721436,0.3859787583351135,0.6876617670059204,0.36225470900535583,0.6146198511123657,0.3545137047767639,0.575474202632904,0.3544781804084778,0.6605436205863953,0.3603229224681854,0.7044532299041748,0.32708969712257385,0.6350666284561157,0.3234480023384094,0.5958022475242615,0.3289819359779358,0.6559662818908691,0.33566078543663025,0.6907302141189575
0.33867740631103516,0.8674042820930481,0.3848018944263458,0.847370445728302,0.4251888394355774,0.779248058795929,0.4258032441139221,0.6949859261512756,0.39254188537597656,0.6484991312026978,0.4190680682659149,0.6225389242172241,0.4344578981399536,0.5046858191490173,0.44041019678115845,0.4216727912425995,0.44321855902671814,0.3597591817378998,0.37848061323165894,0.6188176870346069,0.3766862452030182,0.5469413995742798,0.364784836769104,0.6469435691833496,0.3656110167503357,0.7068758010864258,0.3418813943862915,0.6310307383537292,0.3329138159751892,0.5943443775177002,0.33413606882095337,0.6820197105407715,0.34087640047073364,0.7287619113922119,0.3061625361442566,0.6554675698280334,0.2994575500488281,0.6188250184059143,0.3076707422733307,0.6804434657096863,0.3172001540660858,0.7159262895584106
0.3751206696033478,0.8270773887634277,0.42101719975471497,0.8063287138938904,0.461984246969223,0.7422173619270325,0.46689727902412415,0.6585728526115417,0.4352923035621643,0.6163378953933716,0.4577762186527252,0.6136380434036255,0.4746722877025604,0.5081688165664673,0.4820863902568817,0.4357147514820099,0.48456379771232605,0.3781335651874542,0.4220156967639923,0.6056995987892151,0.4234256148338318,0.5322869420051575,0.413400262594223,0.6170788407325745,0.4119221866130829,0.6696690320968628,0.3888421952724457,0.6103528141975403,0.3847092092037201,0.5615729689598083,0.38495782017707825,0.6415317058563232,0.3868146538734436,0.6865346431732178,0.3553389012813568,0.6275986433029175,0.3536137044429779,0.5829446315765381,0.3593384325504303,0.6370100975036621,0.3628629148006439,0.6725430488586426
0.35879239439964294,0.8354900479316711,0.40421929955482483,0.8175206780433655,0.445295125246048,0.7520504593849182,0.44687002897262573,0.6678992509841919,0.41639140248298645,0.6253734827041626,0.4407651722431183,0.6146816611289978,0.4565885365009308,0.5024445056915283,0.4634625315666199,0.4256981909275055,0.4658525884151459,0.36565080285072327,0.40343761444091797,0.6066887378692627,0.403044730424881,0.5346951484680176,0.3911844789981842,0.6254490613937378,0.390649676322937,0.6810674071311951,0.36911049485206604,0.6128554940223694,0.3631243407726288,0.5675957798957825,0.3619595766067505,0.6505352258682251,0.36542055010795593,0.6959103345870972,0.3340061902999878,0.6324648261070251,0.330708771944046,0.5908797979354858,0.3362548351287842,0.6484938263893127,0.34203919768333435,0.6842870712280273
0.3554685115814209,0.840033233165741,0.400866836309433,0.8247331380844116,0.44414013624191284,0.7550250291824341,0.445987343788147,0.6706514954566956,0.4138161242008209,0.6295652389526367,0.4385082423686981,0.6148669123649597,0.4531082212924957,0.5038844347000122,0.4589334726333618,0.4266892373561859,0.46239036321640015,0.3654445707798004,0.4009113609790802,0.607143759727478,0.40104174613952637,0.534892201423645,0.38839051127433777,0.6216841340065002,0.3859459161758423,0.6832953691482544,0.36555567383766174,0.615097165107727,0.35930538177490234,0.5693923234939575,0.3574522137641907,0.6492517590522766,0.3607471287250519,0.6999441981315613,0.33028891682624817,0.6344032883644104,0.32693761587142944,0.593347430229187,0.33148303627967834,0.6493760347366333,0.33749231696128845,0.6873002648353577
0.3714919686317444,0.8237476944923401,0.41744616627693176,0.8050987720489502,0.45801687240600586,0.7424102425575256,0.4620514512062073,0.6584304571151733,0.431740403175354,0.6162874698638916,0.4539361000061035,0.6118881702423096,0.47132471203804016,0.5059641003608704,0.4789300858974457,0.43340688943862915,0.4813191592693329,0.37626075744628906,0.4189130365848541,0.6034538149833679,0.41919249296188354,0.5334884524345398,0.40731099247932434,0.6227988004684448,0.40662577748298645,0.6739634275436401,0.38598838448524475,0.6069557666778564,0.3813151717185974,0.5606061816215515,0.3798972964286804,0.6428272128105164,0.3829449713230133,0.6841667294502258,0.35227471590042114,0.6258738040924072,0.349001944065094,0.5815030336380005,0.3544469475746155,0.6366397142410278,0.35868746042251587,0.6708738207817078
